Version,ModelName,Sector,ForYear,ForMonth,Accuracy,Sensitivity,Specificity,Precision,Top10SecurityIds
11:39.1,AdaBoost,Materials,2013,11,63.333333,65.517241,61.290323,61.290323,"156,174,185,46,2,237,281,316,324,337,"
12:05.4,AdaBoost,Consumer Staples,2004,12,51.111111,57.894737,42.307692,44,"154,275,866,12,121,200,226,255,260,292,"
12:08.4,AdaBoost,Consumer Staples,2005,1,48.888889,59.090909,56.521739,48.148148,"866,424,49,12,121,226,260,275,292,304,"
12:11.3,AdaBoost,Consumer Staples,2005,2,64.444444,66.666667,58.333333,60.869565,"200,655,12,121,226,260,275,386,407,424,"
12:14.1,AdaBoost,Consumer Staples,2005,3,44.444444,40.740741,61.111111,55,"866,606,12,121,226,260,275,292,424,427,"
12:17.2,AdaBoost,Consumer Staples,2005,4,57.777778,61.111111,40.740741,47.826087,"638,109,12,197,226,260,275,292,304,386,"
12:19.8,AdaBoost,Consumer Staples,2005,5,67.391304,68.421053,48.148148,59.090909,"483,49,109,12,226,255,275,421,424,429,"
12:22.8,AdaBoost,Consumer Staples,2005,6,52.173913,52.380952,44,47.826087,"154,304,94,424,12,121,260,275,292,407,"
12:25.9,AdaBoost,Consumer Staples,2005,7,50,46.153846,60,57.142857,"292,12,154,226,251,260,275,407,421,424,"
12:28.6,AdaBoost,Consumer Staples,2005,8,56.521739,53.571429,83.333333,68.181818,"12,121,154,226,260,292,361,407,421,424,"
12:31.6,AdaBoost,Consumer Staples,2005,9,39.130435,33.333333,28,33.333333,"121,713,832,478,109,12,154,255,260,421,"
12:34.3,AdaBoost,Consumer Staples,2005,10,52.173913,52.380952,44,47.826087,"444,121,427,473,292,109,12,154,226,260,"
12:37.3,AdaBoost,Consumer Staples,2005,11,45.652174,45.454545,41.666667,43.478261,"121,424,866,111,12,154,200,226,260,275,"
12:40.3,AdaBoost,Consumer Staples,2005,12,58.695652,66.666667,56,53.846154,"427,429,49,200,357,12,121,154,260,275,"
12:43.2,AdaBoost,Consumer Staples,2006,1,41.304348,44.444444,63.157895,50,"260,76,109,12,121,154,275,292,298,304,"
12:46.2,AdaBoost,Consumer Staples,2006,2,43.478261,47.619048,40,40,"200,473,109,12,121,226,260,275,292,304,"
12:48.9,AdaBoost,Consumer Staples,2006,3,30.434783,29.166667,31.818182,31.818182,"197,109,111,12,121,154,226,421,424,429,"
12:51.7,AdaBoost,Consumer Staples,2006,4,45.652174,37.5,40.909091,47.368421,"427,483,713,12,121,154,226,260,298,361,"
12:54.6,AdaBoost,Consumer Staples,2006,5,50,47.619048,40,45.454545,"444,62,49,12,121,260,292,304,421,424,"
12:57.7,AdaBoost,Consumer Staples,2006,6,52.173913,45.833333,50,55,"303,655,12,121,260,275,292,421,424,427,"
13:00.4,AdaBoost,Consumer Staples,2006,7,57.777778,63.636364,60.869565,56,"565,62,866,12,121,154,226,260,275,407,"
13:03.3,AdaBoost,Consumer Staples,2006,8,62.222222,63.636364,60.869565,60.869565,"427,109,12,121,154,226,260,421,424,429,"
13:06.4,AdaBoost,Consumer Staples,2006,9,51.111111,47.058824,28.571429,38.095238,"444,565,109,121,154,197,251,255,260,421,"
13:09.0,AdaBoost,Consumer Staples,2006,10,53.333333,52.380952,45.833333,50,"154,109,12,121,226,251,260,275,421,424,"
13:12.1,AdaBoost,Consumer Staples,2006,11,66.666667,61.904762,54.166667,65,"275,109,12,121,200,226,260,421,424,427,"
13:15.0,AdaBoost,Consumer Staples,2006,12,57.777778,68.181818,65.217391,55.555556,"12,483,685,292,109,121,154,255,260,275,"
13:18.1,AdaBoost,Consumer Staples,2007,1,51.111111,45,36,45,"109,12,121,154,226,260,292,407,421,424,"
13:20.9,AdaBoost,Consumer Staples,2007,2,60,60,75,65.217391,"427,473,109,12,121,226,251,260,292,407,"
13:23.5,AdaBoost,Consumer Staples,2007,3,53.333333,57.142857,50,50,"620,109,12,200,226,255,260,407,421,424,"
13:26.4,AdaBoost,Consumer Staples,2007,4,55.555556,58.333333,66.666667,58.333333,"260,361,421,427,473,620,109,12,121,226,"
13:29.1,AdaBoost,Consumer Staples,2007,5,35.555556,33.333333,22.222222,26.086957,"473,76,854,109,12,121,154,226,260,275,"
13:32.2,AdaBoost,Consumer Staples,2007,6,48.888889,50,40,43.478261,"154,49,655,94,76,109,12,121,226,251,"
13:35.1,AdaBoost,Consumer Staples,2007,7,44.444444,40,32,38.095238,"109,12,121,154,260,275,361,407,421,424,"
13:38.3,AdaBoost,Consumer Staples,2007,8,59.090909,57.142857,52.173913,57.142857,"275,303,421,638,12,121,154,226,260,407,"
13:41.6,AdaBoost,Consumer Staples,2007,9,54.545455,60,50,50,"386,304,638,109,12,121,154,197,260,407,"
13:44.4,AdaBoost,Consumer Staples,2007,10,43.181818,44,57.894737,50,"866,12,121,154,226,260,298,386,407,424,"
13:47.5,AdaBoost,Consumer Staples,2007,11,61.363636,66.666667,46.153846,52.173913,"303,361,421,12,121,154,200,226,260,407,"
13:50.5,AdaBoost,Consumer Staples,2007,12,40.909091,40.909091,40.909091,40.909091,"303,109,12,121,154,200,260,407,421,424,"
13:53.3,AdaBoost,Consumer Staples,2008,1,31.818182,35.714286,62.5,45.454545,"260,298,304,109,12,121,154,200,361,421,"
13:56.4,AdaBoost,Consumer Staples,2008,2,47.727273,46.153846,66.666667,57.142857,"260,427,407,109,12,121,361,421,424,429,"
13:59.4,AdaBoost,Consumer Staples,2008,3,52.173913,50,38.461538,45.454545,"303,109,111,12,154,226,255,260,361,421,"
14:02.2,AdaBoost,Consumer Staples,2008,4,48.93617,45.454545,40,45.454545,"303,473,109,12,121,260,361,368,421,424,"
14:05.1,AdaBoost,Consumer Staples,2008,5,43.75,48.148148,61.904762,50,"429,49,109,12,121,141,200,226,251,303,"
14:08.2,AdaBoost,Consumer Staples,2008,6,43.75,48.275862,73.684211,53.846154,"303,713,12,141,154,226,230,260,361,407,"
14:11.3,AdaBoost,Consumer Staples,2008,7,47.916667,47.368421,31.034483,37.5,"226,303,83,109,12,141,154,407,421,424,"
14:14.1,AdaBoost,Consumer Staples,2008,8,39.583333,40.740741,52.380952,45.833333,"121,303,429,109,12,141,226,260,304,368,"
14:17.0,AdaBoost,Consumer Staples,2008,9,41.666667,46.153846,54.545455,46.153846,"368,421,109,12,141,226,260,275,303,361,"
14:20.3,AdaBoost,Consumer Staples,2008,10,52.083333,53.571429,75,60,"368,109,12,121,226,230,275,303,407,421,"
14:23.5,AdaBoost,Consumer Staples,2008,11,70.833333,75,53.571429,62.5,"109,12,121,141,154,200,226,357,368,421,"
14:26.5,AdaBoost,Consumer Staples,2008,12,52.083333,45.454545,38.461538,47.619048,"200,304,12,121,141,154,251,421,424,444,"
14:29.9,AdaBoost,Consumer Staples,2009,1,52.083333,52.380952,40.740741,45.833333,"109,121,141,154,200,260,275,368,421,424,"
14:32.8,AdaBoost,Consumer Staples,2009,2,58.333333,58.333333,58.333333,58.333333,"427,429,83,109,121,141,154,260,303,407,"
14:35.7,AdaBoost,Consumer Staples,2009,3,64.583333,61.904762,48.148148,59.090909,"200,109,111,12,141,154,260,407,421,424,"
14:38.7,AdaBoost,Consumer Staples,2009,4,42.857143,38.461538,43.478261,45.454545,"620,303,109,121,141,260,275,297,421,424,"
14:41.6,AdaBoost,Consumer Staples,2009,5,44.897959,35,24.137931,33.333333,"109,12,121,141,154,255,260,297,421,424,"
14:44.3,AdaBoost,Consumer Staples,2009,6,53.061224,56,58.333333,53.846154,"303,427,76,368,109,12,121,141,255,260,"
14:47.2,AdaBoost,Consumer Staples,2009,7,59.183673,55,37.931034,50,"49,12,121,141,260,297,303,421,424,427,"
14:50.1,AdaBoost,Consumer Staples,2009,8,55.102041,56,58.333333,56,"109,12,121,141,154,197,260,297,368,421,"
14:53.0,AdaBoost,Consumer Staples,2009,9,38.77551,39.130435,34.615385,36,"444,109,12,121,141,154,226,258,260,297,"
14:55.9,AdaBoost,Consumer Staples,2009,10,42.857143,44.827586,65,52,"255,483,866,109,12,121,141,154,197,226,"
14:58.7,AdaBoost,Consumer Staples,2009,11,59.183673,61.538462,69.565217,61.538462,"83,866,109,12,121,141,154,260,275,303,"
15:02.0,AdaBoost,Consumer Staples,2009,12,48.979592,56,58.333333,50,"620,638,357,109,12,121,141,154,200,260,"
15:05.1,AdaBoost,Consumer Staples,2010,1,55.102041,56.521739,50,52,"473,109,12,141,154,200,255,260,304,421,"
15:08.0,AdaBoost,Consumer Staples,2010,2,63.265306,60.869565,53.846154,60.869565,"109,12,121,141,260,292,368,421,424,429,"
15:11.0,AdaBoost,Consumer Staples,2010,3,61.22449,58.333333,56,60.869565,"655,111,12,121,154,226,255,260,298,303,"
15:14.3,AdaBoost,Consumer Staples,2010,4,34.693878,38.461538,43.478261,38.461538,"109,12,121,141,226,255,260,304,421,424,"
15:17.1,AdaBoost,Consumer Staples,2010,5,46.938776,50,56.521739,50,"303,368,429,109,12,121,141,255,260,297,"
15:20.1,AdaBoost,Consumer Staples,2010,6,59.183673,57.142857,42.857143,52.173913,"368,866,226,12,121,154,255,260,275,421,"
15:23.5,AdaBoost,Consumer Staples,2010,7,44.897959,40.740741,50,50,"109,12,121,200,255,260,368,421,424,444,"
15:27.2,AdaBoost,Consumer Staples,2010,8,59.183673,59.090909,48.148148,54.166667,"832,109,12,121,141,154,255,260,297,361,"
15:30.4,AdaBoost,Consumer Staples,2010,9,36.734694,32,33.333333,36.363636,"565,111,12,121,141,255,260,368,421,424,"
15:33.5,AdaBoost,Consumer Staples,2010,10,53.061224,50,40.740741,47.826087,"368,713,83,111,12,121,141,226,255,260,"
15:36.4,AdaBoost,Consumer Staples,2010,11,46.938776,50,48,46.153846,"200,444,12,121,197,251,255,260,303,357,"
15:39.1,AdaBoost,Consumer Staples,2010,12,63.265306,70.833333,68,60.714286,"154,109,12,121,141,200,255,260,368,421,"
15:42.3,AdaBoost,Consumer Staples,2011,1,40.816327,38.095238,28.571429,33.333333,"297,444,620,109,12,141,197,255,260,421,"
15:45.4,AdaBoost,Consumer Staples,2011,2,48.979592,56.521739,50,46.428571,"427,429,713,197,12,121,141,251,260,292,"
15:48.2,AdaBoost,Consumer Staples,2011,3,48.979592,50,34.482759,40,"200,368,427,49,109,111,121,255,260,303,"
15:51.1,AdaBoost,Consumer Staples,2011,4,55.102041,57.142857,42.857143,48,"154,713,12,121,141,197,255,260,275,297,"
15:53.9,AdaBoost,Consumer Staples,2011,5,46.938776,50,56.521739,50,"565,866,111,12,121,141,255,260,303,424,"
15:57.0,AdaBoost,Consumer Staples,2011,6,53.061224,54.166667,52,52,"12,429,121,141,197,255,260,424,427,444,"
15:59.9,AdaBoost,Consumer Staples,2011,7,35.416667,33.333333,33.333333,34.782609,"197,275,421,473,154,111,12,121,141,255,"
16:02.7,AdaBoost,Consumer Staples,2011,8,35.416667,42.307692,50,40.740741,"121,260,685,109,12,141,154,255,304,386,"
16:05.8,AdaBoost,Consumer Staples,2011,9,70.833333,76.190476,59.259259,64,"655,83,298,12,121,141,226,255,260,386,"
16:08.9,AdaBoost,Consumer Staples,2011,10,43.75,43.478261,40,41.666667,"357,866,258,12,121,141,226,255,260,275,"
16:12.0,AdaBoost,Consumer Staples,2011,11,56.25,50,70,66.666667,"260,111,12,121,141,297,421,424,427,429,"
16:15.2,AdaBoost,Consumer Staples,2011,12,56.25,56.521739,52,54.166667,"141,361,421,260,76,111,12,121,197,255,"
16:18.1,AdaBoost,Consumer Staples,2012,1,47.916667,52.380952,40.740741,42.307692,"154,444,638,606,109,111,12,197,226,255,"
16:21.1,AdaBoost,Consumer Staples,2012,2,37.5,38.461538,45.454545,41.666667,"109,111,12,121,154,258,260,275,292,303,"
16:24.5,AdaBoost,Consumer Staples,2012,3,46.938776,42.307692,47.826087,50,"429,444,111,121,251,255,303,424,473,478,"
16:27.7,AdaBoost,Consumer Staples,2012,4,46.938776,46.153846,52.173913,50,"473,606,109,111,12,121,141,154,226,255,"
16:30.9,AdaBoost,Consumer Staples,2012,5,51.020408,52,54.166667,52,"303,685,109,111,12,121,197,200,421,424,"
16:34.8,AdaBoost,Consumer Staples,2012,6,32.653061,39.285714,52.380952,40.740741,"292,109,12,121,197,200,226,260,386,407,"
16:38.3,AdaBoost,Consumer Staples,2012,7,59.183673,65,44.827586,50,"275,292,713,12,121,200,251,260,407,421,"
16:41.3,AdaBoost,Consumer Staples,2012,8,59.183673,64.285714,85.714286,64.285714,"260,76,429,473,62,12,121,197,200,226,"
16:44.4,AdaBoost,Consumer Staples,2012,9,57.142857,57.142857,42.857143,50,"154,368,12,121,197,200,226,275,424,427,"
16:47.5,AdaBoost,Consumer Staples,2012,10,46,42.857143,54.545455,52.173913,"368,76,483,109,12,121,197,200,251,260,"
16:50.6,AdaBoost,Consumer Staples,2012,11,74.509804,70.37037,79.166667,79.166667,"297,303,866,109,12,121,200,226,260,424,"
16:54.5,AdaBoost,Consumer Staples,2012,12,58,60.869565,51.851852,53.846154,"261,292,76,121,109,12,154,200,226,303,"
16:57.8,AdaBoost,Consumer Staples,2013,1,43.137255,46.153846,48,44.444444,"154,109,111,12,121,197,226,260,261,275,"
17:00.9,AdaBoost,Consumer Staples,2013,2,62.745098,69.565217,57.142857,57.142857,"275,368,429,655,83,12,121,141,154,226,"
17:04.1,AdaBoost,Consumer Staples,2013,3,43.137255,44,42.307692,42.307692,"275,292,895,427,12,141,154,200,226,260,"
17:07.1,AdaBoost,Consumer Staples,2013,4,70.588235,77.777778,42.424242,56,"895,421,109,12,121,154,200,260,261,292,"
17:10.4,AdaBoost,Consumer Staples,2013,5,45.098039,41.666667,37.037037,41.666667,"368,12,121,260,292,357,421,424,427,444,"
17:13.6,AdaBoost,Consumer Staples,2013,6,64.705882,69.565217,57.142857,59.259259,"421,779,111,12,226,251,260,275,292,361,"
17:16.5,AdaBoost,Consumer Staples,2013,7,56.862745,47.368421,28.125,42.857143,"154,304,49,12,121,226,260,292,424,427,"
17:19.8,AdaBoost,Consumer Staples,2013,8,54.901961,58.333333,51.851852,51.851852,"154,275,304,76,121,260,12,141,255,292,"
17:23.1,AdaBoost,Consumer Staples,2013,9,50.980392,50,71.428571,60,"12,121,141,255,260,292,304,421,424,429,"
17:26.2,AdaBoost,Consumer Staples,2013,10,54.901961,56.521739,46.428571,50,"424,109,12,121,141,197,226,251,260,292,"
17:29.4,AdaBoost,Consumer Staples,2013,11,43.137255,38.095238,26.666667,33.333333,"261,421,638,12,200,226,251,292,297,357,"
21:46.3,AdaBoost,Health Care,2013,12,45.348837,41.860465,41.860465,45,"129,740,848,110,1,167,22,246,271,290,"
21:50.2,AdaBoost,Health Care,2014,1,47.674419,48.648649,36.734694,40.909091,"720,740,794,308,365,9,1,730,110,20,"
21:54.0,AdaBoost,Health Care,2014,2,46.511628,46.938776,62.162162,53.488372,"4,470,848,365,588,680,730,9,110,129,"
21:57.7,AdaBoost,Health Care,2014,3,41.860465,42.857143,29.411765,33.333333,"1,302,64,868,877,454,110,129,161,196,"
22:01.5,AdaBoost,Health Care,2014,4,43.023256,44.444444,48.780488,45.454545,"30,375,474,196,499,877,575,110,129,20,"
22:05.8,AdaBoost,Health Care,2014,5,50,53.846154,44.680851,45.652174,"271,463,500,425,764,110,129,167,196,22,"
22:10.1,AdaBoost,Health Care,2014,6,44.186047,35.897436,29.787234,37.837838,"388,794,4,810,841,129,161,20,231,246,"
22:14.2,AdaBoost,Health Care,2014,7,52.325581,51.282051,42.553191,47.619048,"308,499,665,129,196,59,668,161,167,20,"
22:18.7,AdaBoost,Health Care,2014,8,48.837209,51.428571,35.294118,40,"375,474,516,167,34,355,764,6,196,77,"
22:22.6,AdaBoost,Health Care,2014,9,59.302326,57.894737,45.833333,53.658537,"435,129,290,672,885,231,619,161,196,20,"
22:26.5,AdaBoost,Health Care,2014,10,48.837209,50,57.5,52.272727,"500,268,293,129,1,161,196,20,22,231,"
22:29.8,AdaBoost,Information Technology,2013,12,53.333333,45.16129,38.356164,49.122807,"449,632,13,235,283,433,224,687,14,148,"
22:33.0,AdaBoost,Information Technology,2014,1,48.148148,44.067797,34.210526,41.269841,"13,420,496,743,855,227,725,813,834,650,"
22:36.3,AdaBoost,Information Technology,2014,2,53.333333,52.941176,53.731343,53.731343,"289,391,426,840,679,804,31,10,11,112,"
22:39.6,AdaBoost,Information Technology,2014,3,43.703704,40.277778,46.031746,46.774194,"462,48,595,840,872,725,842,114,118,14,"
22:42.8,AdaBoost,Information Technology,2014,4,53.676471,54.929577,60,55.714286,"155,254,802,833,114,236,311,410,449,882,"
22:46.0,AdaBoost,Information Technology,2014,5,42.647059,36.666667,28.947368,35.483871,"522,338,840,410,570,69,247,14,774,11,"
22:49.2,AdaBoost,Information Technology,2014,6,53.676471,56.716418,55.072464,52.777778,"179,198,537,540,725,864,410,48,561,872,"
22:52.4,AdaBoost,Information Technology,2014,7,58.823529,59.090909,55.714286,57.352941,"695,270,289,596,690,798,855,426,44,614,"
22:55.6,AdaBoost,Information Technology,2014,8,57.352941,56.944444,64.0625,60.294118,"203,227,283,507,621,633,642,699,224,710,"
22:58.9,AdaBoost,Information Technology,2014,9,52.205882,48.648649,58.064516,57.142857,"691,596,813,114,119,232,834,840,235,334,"
23:02.1,AdaBoost,Information Technology,2014,10,50.735294,47.945205,55.555556,54.6875,"270,462,537,834,840,567,69,507,774,11,"
23:05.4,AdaBoost,Consumer Discretionary,2013,12,43.571429,46.969697,41.891892,41.333333,"479,531,610,777,809,120,443,464,465,553,"
23:08.8,AdaBoost,Consumer Discretionary,2014,1,58.571429,61.538462,53.333333,54.794521,"201,328,682,225,276,353,487,501,617,777,"
23:12.1,AdaBoost,Consumer Discretionary,2014,2,57.142857,53.623188,52.112676,56.923077,"525,106,287,682,144,212,387,712,452,518,"
23:15.4,AdaBoost,Consumer Discretionary,2014,3,50.714286,51.428571,51.428571,50.704225,"364,443,576,682,693,144,285,387,464,539,"
23:18.8,AdaBoost,Consumer Discretionary,2014,4,47.142857,47.826087,46.478873,46.478873,"106,265,458,610,134,135,238,436,52,97,"
23:22.0,AdaBoost,Consumer Discretionary,2014,5,45.714286,49.275362,47.887324,45.333333,"288,458,465,615,132,134,135,282,328,436,"
23:25.5,AdaBoost,Consumer Discretionary,2014,6,57.857143,55.223881,50.684932,56.060606,"186,345,443,724,85,99,285,447,657,531,"
23:28.9,AdaBoost,Consumer Discretionary,2014,7,43.262411,46.969697,41.333333,40.789474,"186,208,521,712,858,649,702,806,849,880,"
23:32.3,AdaBoost,Consumer Discretionary,2014,8,43.971631,43.478261,41.666667,42.857143,"436,501,464,502,553,657,543,211,132,120,"
23:35.6,AdaBoost,Consumer Discretionary,2014,9,61.702128,62.857143,61.971831,61.111111,"225,37,448,458,479,703,852,97,132,222,"
23:39.0,AdaBoost,Consumer Discretionary,2014,10,47.183099,46.666667,52.238806,50,"106,133,288,440,518,587,777,82,853,343,"
23:43.0,AdaBoost,Financials,2013,12,57.142857,58.90411,45.263158,50.588235,"215,716,753,757,788,861,870,98,219,35,"
23:47.0,AdaBoost,Financials,2014,1,45.833333,47.619048,47.619048,45.977011,"274,348,455,515,80,335,36,369,413,477,"
23:51.1,AdaBoost,Financials,2014,2,52.380952,50,43.333333,48.75,"233,335,460,468,98,836,550,625,700,773,"
23:55.1,AdaBoost,Financials,2014,3,45.833333,42.528736,45.679012,47.435897,"552,24,861,98,70,769,870,164,300,104,"
23:59.1,AdaBoost,Financials,2014,4,54.166667,53.409091,58.75,56.626506,"243,366,515,748,510,662,81,546,442,622,"
24:03.1,AdaBoost,Financials,2014,5,53.254438,53.488372,55.421687,54.117647,"164,233,557,812,93,127,207,229,23,300,"
24:07.2,AdaBoost,Financials,2014,6,43.195266,42.222222,48.101266,46.341463,"213,214,366,413,369,61,662,700,716,899,"
24:11.2,AdaBoost,Financials,2014,7,58.579882,60,47.87234,52.941176,"295,352,417,795,837,36,624,243,104,127,"
24:15.2,AdaBoost,Financials,2014,8,45.294118,47.126437,49.39759,46.590909,"362,65,557,73,757,837,229,23,74,600,"
24:19.3,AdaBoost,Financials,2014,9,59.411765,59.52381,58.139535,58.823529,"24,455,563,61,662,767,788,887,300,441,"
24:23.3,AdaBoost,Financials,2014,10,54.705882,51.111111,57.5,58.227848,"35,54,65,811,84,442,529,229,417,477,"
24:23.7,AdaBoost,Telecommunication Services,2013,12,71.428571,66.666667,50,66.666667,"428,472,838,"
24:24.1,AdaBoost,Telecommunication Services,2014,1,42.857143,25,33.333333,50,"472,480,"
24:24.5,AdaBoost,Telecommunication Services,2014,2,57.142857,50,66.666667,66.666667,"190,428,472,"
24:24.9,AdaBoost,Telecommunication Services,2014,3,14.285714,0,0,0,"280,472,"
24:25.3,AdaBoost,Telecommunication Services,2014,4,42.857143,33.333333,25,33.333333,"280,428,472,"
24:25.7,AdaBoost,Telecommunication Services,2014,5,42.857143,50,66.666667,50,"117,280,428,472,"
24:26.1,AdaBoost,Telecommunication Services,2014,6,42.857143,33.333333,25,33.333333,"117,280,472,"
24:26.5,AdaBoost,Telecommunication Services,2014,7,42.857143,50,66.666667,50,"117,280,428,472,"
24:26.9,AdaBoost,Telecommunication Services,2014,8,100,100,133.333333,100,"117,280,428,472,"
24:27.3,AdaBoost,Telecommunication Services,2014,9,57.142857,66.666667,50,50,"117,428,472,838,"
24:27.7,AdaBoost,Telecommunication Services,2014,10,14.285714,0,0,0,"838,117,472,"
24:28.9,AdaBoost,Utilities,2013,12,44.680851,46.153846,57.142857,50,"758,351,873,101,123,145,151,153,166,168,"
24:30.1,AdaBoost,Utilities,2014,1,57.446809,58.333333,60.869565,58.333333,"659,351,747,101,145,151,153,166,168,19,"
24:31.4,AdaBoost,Utilities,2014,2,59.574468,59.090909,52,56.521739,"123,327,153,101,143,145,166,168,177,18,"
24:32.6,AdaBoost,Utilities,2014,3,53.191489,47.368421,32.142857,42.857143,"677,332,412,101,145,151,153,168,17,18,"
24:33.9,AdaBoost,Utilities,2014,4,40.425532,36.363636,32,36.363636,"654,677,101,143,145,153,168,18,19,327,"
24:35.1,AdaBoost,Utilities,2014,5,43.75,47.058824,25.806452,30.769231,"123,412,719,747,191,102,143,145,151,153,"
24:36.4,AdaBoost,Utilities,2014,6,35.416667,39.285714,55,44,"374,654,776,677,863,351,143,145,153,166,"
24:37.6,AdaBoost,Utilities,2014,7,54.166667,54.545455,46.153846,50,"371,476,489,168,101,153,18,19,191,327,"
24:38.9,AdaBoost,Utilities,2014,8,62.5,52,56.521739,68.421053,"18,863,123,145,151,166,168,327,351,356,"
24:40.1,AdaBoost,Utilities,2014,9,58.333333,58.62069,89.473684,68,"101,123,412,191,151,351,145,153,18,19,"
24:41.3,AdaBoost,Utilities,2014,10,45.833333,40,43.478261,47.619048,"356,101,431,545,351,123,145,151,166,168,"
24:44.2,AdaBoost,Industrials,2013,12,58.536585,55.357143,46.268657,54.385965,"495,136,139,301,363,706,79,124,131,16,"
24:47.1,AdaBoost,Industrials,2014,1,56.451613,46.153846,50.847458,61.22449,"100,184,495,568,581,273,395,674,28,333,"
24:50.1,AdaBoost,Industrials,2014,2,54.83871,55.555556,42.857143,48.387097,"152,737,91,723,279,766,193,273,115,124,"
24:53.1,AdaBoost,Industrials,2014,3,55.645161,54.545455,62.068966,59.016393,"136,221,354,717,459,505,79,541,661,827,"
24:56.1,AdaBoost,Industrials,2014,4,54.83871,58.823529,41.09589,46.153846,"131,395,755,893,571,827,107,124,136,16,"
24:59.0,AdaBoost,Industrials,2014,5,44.354839,44.067797,40,41.935484,"152,495,581,603,648,193,269,279,385,100,"
25:02.0,AdaBoost,Industrials,2014,6,44,43.333333,40,41.935484,"349,242,394,279,152,893,755,107,124,126,"
25:04.9,AdaBoost,Industrials,2014,7,57.936508,55.357143,44.285714,52.542373,"245,367,603,333,398,674,755,193,100,107,"
25:07.9,AdaBoost,Industrials,2014,8,55.555556,55.223881,62.711864,58.730159,"571,157,28,354,653,385,390,456,481,79,"
25:10.8,AdaBoost,Industrials,2014,9,53.174603,53.968254,53.968254,53.125,"581,630,696,739,745,115,176,273,333,385,"
25:13.8,AdaBoost,Industrials,2014,10,43.650794,41.666667,55.555556,50.847458,"157,16,194,333,739,843,896,524,591,623,"
25:15.3,AdaBoost,Energy,2013,12,43.75,50,44.117647,41.666667,"138,163,613,160,403,41,307,884,223,346,"
25:16.9,AdaBoost,Energy,2014,1,48.4375,48.148148,35.135135,40.625,"797,158,403,108,137,138,147,163,210,256,"
25:18.5,AdaBoost,Energy,2014,2,48.4375,47.058824,53.333333,51.612903,"137,138,108,42,613,189,105,158,256,307,"
25:20.1,AdaBoost,Energy,2014,3,57.8125,60,52.941176,54.545455,"403,482,618,210,63,867,108,137,158,160,"
25:21.7,AdaBoost,Energy,2014,4,45.3125,42.424242,45.16129,46.666667,"138,392,618,786,686,322,819,137,147,158,"
25:23.2,AdaBoost,Energy,2014,5,56.25,62.5,104.166667,65.789474,"663,90,482,122,103,105,108,137,138,147,"
25:24.8,AdaBoost,Energy,2014,6,51.5625,58.823529,66.666667,54.054054,"445,536,786,108,158,218,309,488,63,103,"
25:26.4,AdaBoost,Energy,2014,7,45.3125,56.666667,50,43.589744,"536,618,218,309,378,488,78,147,103,108,"
25:27.9,AdaBoost,Energy,2014,8,45.3125,45.945946,62.962963,53.125,"138,382,536,618,797,867,551,384,663,103,"
25:29.5,AdaBoost,Energy,2014,9,51.5625,51.515152,54.83871,53.125,"256,346,888,108,137,138,147,158,163,223,"
25:31.1,AdaBoost,Energy,2014,10,50,50,30,37.5,"309,189,256,466,660,105,108,137,138,147,"
25:32.5,AdaBoost,Materials,2013,12,50,48.275862,45.16129,48.275862,"741,791,799,150,185,234,281,316,373,405,"
25:34.0,AdaBoost,Materials,2014,1,43.333333,41.37931,38.709677,41.37931,"45,535,406,772,778,869,405,746,174,281,"
25:35.5,AdaBoost,Materials,2014,2,51.666667,48,34.285714,42.857143,"185,281,559,722,174,237,305,337,341,381,"
25:36.9,AdaBoost,Materials,2014,3,53.333333,50,65.384615,60.714286,"156,405,862,763,185,237,281,306,324,373,"
25:38.4,AdaBoost,Materials,2014,4,55,53.125,60.714286,58.62069,"341,778,281,150,156,185,234,305,324,373,"
25:39.8,AdaBoost,Materials,2014,5,48.333333,53.333333,53.333333,48.484848,"467,535,791,835,644,150,305,316,869,234,"
25:41.3,AdaBoost,Materials,2014,6,55,54.83871,58.62069,56.666667,"535,150,2,373,125,140,156,185,234,281,"
25:42.8,AdaBoost,Materials,2014,7,55.737705,58.333333,37.837838,45.16129,"535,815,150,234,281,601,799,869,156,237,"
25:44.3,AdaBoost,Materials,2014,8,37.704918,29.032258,30,36,"851,869,174,234,281,305,381,406,46,50,"
25:45.8,AdaBoost,Materials,2014,9,49.180328,55.882353,70.37037,54.285714,"234,316,514,746,140,281,801,156,174,185,"
25:47.3,AdaBoost,Materials,2014,10,39.344262,38.235294,48.148148,44.827586,"299,514,574,746,405,886,772,156,174,185,"
25:48.6,AdaBoost,Consumer Staples,2013,12,58.823529,52.173913,42.857143,54.545455,"95,12,230,83,424,685,62,109,200,251,"
25:49.8,AdaBoost,Consumer Staples,2014,1,54.901961,58.333333,51.851852,51.851852,"638,429,141,386,483,62,12,121,197,200,"
25:51.1,AdaBoost,Consumer Staples,2014,2,54.901961,59.259259,66.666667,57.142857,"197,297,298,76,407,421,109,12,121,154,"
25:52.4,AdaBoost,Consumer Staples,2014,3,45.098039,46.666667,66.666667,53.846154,"473,779,141,62,424,109,154,200,230,258,"
25:53.7,AdaBoost,Consumer Staples,2014,4,52.941176,54.166667,48.148148,50,"109,111,297,357,12,121,200,230,261,298,"
25:54.9,AdaBoost,Consumer Staples,2014,5,47.058824,46.153846,48,48,"230,197,297,357,407,109,111,141,255,258,"
