"True Negative","False Negative","False Positive","True Positive","Mean Of Bought Returns","Models","Date","Sector"
28,1,9,9,4.56210768333333,"PCA_voted.prob",2009-09-01,"Utilities"
37,0,0,10,0.662240984,"actual",2009-10-01,"Utilities"
37,8,0,2,1.87088845,"ksvm",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"nnet",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"rf",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"ada",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"voted",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"voted.prob",2009-10-01,"Utilities"
37,8,0,2,1.87088845,"PCA_ksvm",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"PCA_nnet",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"PCA_rf",2009-10-01,"Utilities"
37,9,0,1,0.6361842,"PCA_ada",2009-10-01,"Utilities"
37,8,0,2,1.87088845,"PCA_voted",2009-10-01,"Utilities"
37,7,0,3,3.0126373,"PCA_voted.prob",2009-10-01,"Utilities"
37,0,0,10,3.56309536,"actual",2009-11-01,"Utilities"
34,7,3,3,3.02946368333333,"ksvm",2009-11-01,"Utilities"
31,2,6,8,2.70505634285714,"nnet",2009-11-01,"Utilities"
32,4,5,6,2.66960753181818,"rf",2009-11-01,"Utilities"
33,4,4,6,2.867720155,"ada",2009-11-01,"Utilities"
34,4,3,6,3.22966181111111,"voted",2009-11-01,"Utilities"
34,4,3,6,3.22966181111111,"voted.prob",2009-11-01,"Utilities"
34,7,3,3,3.02946368333333,"PCA_ksvm",2009-11-01,"Utilities"
26,2,11,8,2.03782070263158,"PCA_nnet",2009-11-01,"Utilities"
31,5,6,5,2.7655385,"PCA_rf",2009-11-01,"Utilities"
29,4,8,6,2.33657829642857,"PCA_ada",2009-11-01,"Utilities"
31,5,6,5,2.84634071818182,"PCA_voted",2009-11-01,"Utilities"
30,3,7,7,2.57332539285714,"PCA_voted.prob",2009-11-01,"Utilities"
37,0,0,10,7.3573673,"actual",2009-12-01,"Utilities"
35,8,2,2,6.49563375,"ksvm",2009-12-01,"Utilities"
36,5,1,5,7.73463458333333,"nnet",2009-12-01,"Utilities"
37,4,0,6,8.05511085,"rf",2009-12-01,"Utilities"
37,6,0,4,8.018356625,"ada",2009-12-01,"Utilities"
37,6,0,4,8.018356625,"voted",2009-12-01,"Utilities"
36,5,1,5,7.73463458333333,"voted.prob",2009-12-01,"Utilities"
35,8,2,2,6.49563375,"PCA_ksvm",2009-12-01,"Utilities"
33,8,4,2,4.15419941166667,"PCA_nnet",2009-12-01,"Utilities"
36,4,1,6,7.35470232857143,"PCA_rf",2009-12-01,"Utilities"
36,6,1,4,7.04513554,"PCA_ada",2009-12-01,"Utilities"
36,7,1,3,6.538081175,"PCA_voted",2009-12-01,"Utilities"
35,7,2,3,6.30121234,"PCA_voted.prob",2009-12-01,"Utilities"
98,0,0,25,13.384608264,"actual",2008-12-01,"Industrials"
94,22,4,3,11.1441296957143,"ksvm",2008-12-01,"Industrials"
93,18,5,7,11.2767770833333,"nnet",2008-12-01,"Industrials"
98,21,0,4,20.4208645,"rf",2008-12-01,"Industrials"
96,22,2,3,13.51337328,"ada",2008-12-01,"Industrials"
96,23,2,2,14.75355785,"voted",2008-12-01,"Industrials"
96,21,2,4,14.5298412333333,"voted.prob",2008-12-01,"Industrials"
94,22,4,3,11.6126767,"PCA_ksvm",2008-12-01,"Industrials"
92,17,6,8,11.2799047784286,"PCA_nnet",2008-12-01,"Industrials"
95,22,3,3,13.16011665,"PCA_rf",2008-12-01,"Industrials"
94,20,4,5,12.6454473333333,"PCA_ada",2008-12-01,"Industrials"
95,21,3,4,13.2758354142857,"PCA_voted",2008-12-01,"Industrials"
96,19,2,6,14.0785344625,"PCA_voted.prob",2008-12-01,"Industrials"
98,0,0,25,4.99996898224,"actual",2009-01-04,"Industrials"
98,25,0,0,NA,"ksvm",2009-01-04,"Industrials"
97,24,1,1,-2.7839635,"nnet",2009-01-04,"Industrials"
98,24,0,1,11.261606,"rf",2009-01-04,"Industrials"
98,25,0,0,NA,"ada",2009-01-04,"Industrials"
98,25,98,25,NA,"voted",2009-01-04,"Industrials"
98,25,98,25,NA,"voted.prob",2009-01-04,"Industrials"
98,25,0,0,NA,"PCA_ksvm",2009-01-04,"Industrials"
96,23,2,2,-2.430124625,"PCA_nnet",2009-01-04,"Industrials"
98,25,0,0,NA,"PCA_rf",2009-01-04,"Industrials"
98,25,0,0,NA,"PCA_ada",2009-01-04,"Industrials"
98,25,98,25,NA,"PCA_voted",2009-01-04,"Industrials"
98,25,98,25,NA,"PCA_voted.prob",2009-01-04,"Industrials"
98,0,0,25,-8.3050415268,"actual",2009-02-01,"Industrials"
98,25,0,0,NA,"ksvm",2009-02-01,"Industrials"
94,23,4,2,-17.2788537833333,"nnet",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"rf",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"ada",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"voted",2009-02-01,"Industrials"
98,23,0,2,-1.61235035,"voted.prob",2009-02-01,"Industrials"
98,25,0,0,NA,"PCA_ksvm",2009-02-01,"Industrials"
93,22,5,3,-14.47044875875,"PCA_nnet",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"PCA_rf",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"PCA_ada",2009-02-01,"Industrials"
98,24,0,1,-2.1178246,"PCA_voted",2009-02-01,"Industrials"
98,23,0,2,-1.61235035,"PCA_voted.prob",2009-02-01,"Industrials"
98,0,0,25,23.54360752,"actual",2009-03-01,"Industrials"
91,17,7,8,16.8660336333333,"ksvm",2009-03-01,"Industrials"
33,4,65,21,13.0922850861628,"nnet",2009-03-01,"Industrials"
42,6,56,19,13.4416149552,"rf",2009-03-01,"Industrials"
54,4,44,21,15.0231510883077,"ada",2009-03-01,"Industrials"
59,6,39,19,14.5023161782759,"voted",2009-03-01,"Industrials"
43,5,55,20,13.7517282298667,"voted.prob",2009-03-01,"Industrials"
93,20,5,5,15.83192795,"PCA_ksvm",2009-03-01,"Industrials"
33,5,65,20,13.2759447392941,"PCA_nnet",2009-03-01,"Industrials"
79,11,19,14,15.4866467193939,"PCA_rf",2009-03-01,"Industrials"
72,14,26,11,13.5342087794595,"PCA_ada",2009-03-01,"Industrials"
83,14,15,11,14.5569868553846,"PCA_voted",2009-03-01,"Industrials"
63,12,35,13,13.5385867175,"PCA_voted.prob",2009-03-01,"Industrials"
98,0,0,25,22.53277738,"actual",2009-04-01,"Industrials"
94,18,4,7,16.200816,"ksvm",2009-04-01,"Industrials"
89,8,9,17,16.7404265192308,"nnet",2009-04-01,"Industrials"
95,16,3,9,23.7110735833333,"rf",2009-04-01,"Industrials"
90,17,8,8,14.8892016875,"ada",2009-04-01,"Industrials"
95,19,3,6,18.7882654444444,"voted",2009-04-01,"Industrials"
94,15,4,10,18.8327120714286,"voted.prob",2009-04-01,"Industrials"
95,17,3,8,20.5185938181818,"PCA_ksvm",2009-04-01,"Industrials"
90,11,8,14,17.7103701590909,"PCA_nnet",2009-04-01,"Industrials"
90,18,8,7,12.7281501733333,"PCA_rf",2009-04-01,"Industrials"
88,13,10,12,14.4668472772727,"PCA_ada",2009-04-01,"Industrials"
94,18,4,7,19.3057702727273,"PCA_voted",2009-04-01,"Industrials"
93,14,5,11,17.86227125,"PCA_voted.prob",2009-04-01,"Industrials"
98,0,0,25,15.1409694,"actual",2009-05-03,"Industrials"
98,22,0,3,20.93757,"ksvm",2009-05-03,"Industrials"
96,21,2,4,14.5984848333333,"nnet",2009-05-03,"Industrials"
98,23,0,2,25.8104745,"rf",2009-05-03,"Industrials"
98,22,0,3,20.93757,"ada",2009-05-03,"Industrials"
98,23,0,2,25.8104745,"voted",2009-05-03,"Industrials"
98,23,0,2,25.8104745,"voted.prob",2009-05-03,"Industrials"
98,22,0,3,20.93757,"PCA_ksvm",2009-05-03,"Industrials"
93,21,5,4,11.9673881333333,"PCA_nnet",2009-05-03,"Industrials"
98,22,0,3,21.1005053333333,"PCA_rf",2009-05-03,"Industrials"
98,22,0,3,15.604305,"PCA_ada",2009-05-03,"Industrials"
98,23,0,2,25.8104745,"PCA_voted",2009-05-03,"Industrials"
98,23,0,2,25.8104745,"PCA_voted.prob",2009-05-03,"Industrials"
98,0,0,25,2.62985877224,"actual",2009-06-01,"Industrials"
96,25,2,0,-2.731061,"ksvm",2009-06-01,"Industrials"
91,24,7,1,-4.30448795,"nnet",2009-06-01,"Industrials"
98,24,0,1,16.37987,"rf",2009-06-01,"Industrials"
98,24,0,1,16.37987,"ada",2009-06-01,"Industrials"
98,24,0,1,16.37987,"voted",2009-06-01,"Industrials"
97,24,1,1,6.840608,"voted.prob",2009-06-01,"Industrials"
97,25,1,0,-2.763468,"PCA_ksvm",2009-06-01,"Industrials"
89,24,9,1,-5.67911492,"PCA_nnet",2009-06-01,"Industrials"
98,25,0,0,NA,"PCA_rf",2009-06-01,"Industrials"
96,25,2,0,-7.183263,"PCA_ada",2009-06-01,"Industrials"
98,25,98,25,NA,"PCA_voted",2009-06-01,"Industrials"
97,25,1,0,-11.603058,"PCA_voted.prob",2009-06-01,"Industrials"
98,0,0,25,32.95926324,"actual",2009-07-01,"Industrials"
90,19,8,6,22.4376847142857,"ksvm",2009-07-01,"Industrials"
37,1,61,24,19.7881541223529,"nnet",2009-07-01,"Industrials"
39,0,59,25,20.3803801690476,"rf",2009-07-01,"Industrials"
54,3,44,22,20.6544032151515,"ada",2009-07-01,"Industrials"
55,3,43,22,20.7352703723077,"voted",2009-07-01,"Industrials"
42,1,56,24,20.46608326,"voted.prob",2009-07-01,"Industrials"
92,19,6,6,27.6026494166667,"PCA_ksvm",2009-07-01,"Industrials"
49,1,49,24,20.3670690931507,"PCA_nnet",2009-07-01,"Industrials"
48,4,50,21,20.233948284507,"PCA_rf",2009-07-01,"Industrials"
65,6,33,19,22.4336350153846,"PCA_ada",2009-07-01,"Industrials"
71,8,27,17,22.6306006090909,"PCA_voted",2009-07-01,"Industrials"
54,3,44,22,20.7860671939394,"PCA_voted.prob",2009-07-01,"Industrials"
98,0,0,25,9.490833152,"actual",2009-08-02,"Industrials"
98,23,0,2,14.2163695,"ksvm",2009-08-02,"Industrials"
98,23,0,2,20.634919,"nnet",2009-08-02,"Industrials"
98,23,0,2,20.634919,"rf",2009-08-02,"Industrials"
98,24,0,1,13.269842,"ada",2009-08-02,"Industrials"
98,24,0,1,13.269842,"voted",2009-08-02,"Industrials"
98,23,0,2,20.634919,"voted.prob",2009-08-02,"Industrials"
97,23,1,2,6.74656833333333,"PCA_ksvm",2009-08-02,"Industrials"
97,23,1,2,14.6795667333333,"PCA_nnet",2009-08-02,"Industrials"
98,24,0,1,13.269842,"PCA_rf",2009-08-02,"Industrials"
98,24,0,1,13.269842,"PCA_ada",2009-08-02,"Industrials"
98,24,0,1,13.269842,"PCA_voted",2009-08-02,"Industrials"
98,24,0,1,13.269842,"PCA_voted.prob",2009-08-02,"Industrials"
98,0,0,25,7.534231148,"actual",2009-09-01,"Industrials"
90,15,8,10,5.19391122777778,"ksvm",2009-09-01,"Industrials"
90,15,8,10,5.80605898722222,"nnet",2009-09-01,"Industrials"
96,16,2,9,9.49115958181818,"rf",2009-09-01,"Industrials"
95,15,3,10,8.40041810769231,"ada",2009-09-01,"Industrials"
96,16,2,9,9.49115958181818,"voted",2009-09-01,"Industrials"
95,15,3,10,8.70323997692308,"voted.prob",2009-09-01,"Industrials"
89,15,9,10,5.12336891052632,"PCA_ksvm",2009-09-01,"Industrials"
87,14,11,11,4.7635259,"PCA_nnet",2009-09-01,"Industrials"
95,17,3,8,8.7071125,"PCA_rf",2009-09-01,"Industrials"
93,11,5,14,6.77540671578947,"PCA_ada",2009-09-01,"Industrials"
94,16,4,9,8.04177696153846,"PCA_voted",2009-09-01,"Industrials"
93,15,5,10,7.23525118666667,"PCA_voted.prob",2009-09-01,"Industrials"
98,0,0,25,3.200634006,"actual",2009-10-01,"Industrials"
96,23,2,2,-0.4953592,"ksvm",2009-10-01,"Industrials"
94,16,4,9,2.41033063076923,"nnet",2009-10-01,"Industrials"
98,15,0,10,6.04920269,"rf",2009-10-01,"Industrials"
97,18,1,7,5.1943652375,"ada",2009-10-01,"Industrials"
98,18,0,7,6.18425948571429,"voted",2009-10-01,"Industrials"
98,15,0,10,5.63648344,"voted.prob",2009-10-01,"Industrials"
96,24,2,1,-2.28102993333333,"PCA_ksvm",2009-10-01,"Industrials"
93,15,5,10,2.13761132,"PCA_nnet",2009-10-01,"Industrials"
98,18,0,7,6.36383637142857,"PCA_rf",2009-10-01,"Industrials"
96,18,2,7,3.37106451666667,"PCA_ada",2009-10-01,"Industrials"
98,19,0,6,6.42377935,"PCA_voted",2009-10-01,"Industrials"
96,17,2,8,4.22359171,"PCA_voted.prob",2009-10-01,"Industrials"
98,0,0,25,4.068001288,"actual",2009-11-01,"Industrials"
93,15,5,10,3.3065077,"ksvm",2009-11-01,"Industrials"
92,14,6,11,2.51883622588235,"nnet",2009-11-01,"Industrials"
96,17,2,8,4.23676436,"rf",2009-11-01,"Industrials"
92,16,6,9,3.09536738,"ada",2009-11-01,"Industrials"
96,18,2,7,4.16588192222222,"voted",2009-11-01,"Industrials"
96,16,2,9,4.51175088181818,"voted.prob",2009-11-01,"Industrials"
94,15,4,10,3.57990524285714,"PCA_ksvm",2009-11-01,"Industrials"
87,15,11,10,1.041955379,"PCA_nnet",2009-11-01,"Industrials"
96,17,2,8,4.24769526,"PCA_rf",2009-11-01,"Industrials"
92,19,6,6,2.64533414166667,"PCA_ada",2009-11-01,"Industrials"
97,19,1,6,5.2434922,"PCA_voted",2009-11-01,"Industrials"
95,16,3,9,3.74714289166667,"PCA_voted.prob",2009-11-01,"Industrials"
98,0,0,25,10.35388776,"actual",2009-12-01,"Industrials"
91,12,7,13,8.726617925,"ksvm",2009-12-01,"Industrials"
77,1,21,24,7.7182318,"nnet",2009-12-01,"Industrials"
89,1,9,24,9.26129148787879,"rf",2009-12-01,"Industrials"
89,4,9,21,8.96171112,"ada",2009-12-01,"Industrials"
91,5,7,20,9.60326835555556,"voted",2009-12-01,"Industrials"
88,1,10,24,9.05003777058823,"voted.prob",2009-12-01,"Industrials"
92,13,6,12,8.46778441666667,"PCA_ksvm",2009-12-01,"Industrials"
80,5,18,20,7.53306127631579,"PCA_nnet",2009-12-01,"Industrials"
92,4,6,21,9.37197402592593,"PCA_rf",2009-12-01,"Industrials"
90,7,8,18,8.78722092307692,"PCA_ada",2009-12-01,"Industrials"
92,9,6,16,9.19644907727273,"PCA_voted",2009-12-01,"Industrials"
89,5,9,20,8.63711396551724,"PCA_voted.prob",2009-12-01,"Industrials"
47,0,0,12,9.90729706666667,"actual",2008-12-01,"Energy"
46,10,1,2,17.6926764333333,"ksvm",2008-12-01,"Energy"
46,5,1,7,9.9685464,"nnet",2008-12-01,"Energy"
47,4,0,8,12.826040025,"rf",2008-12-01,"Energy"
47,4,0,8,12.826040025,"ada",2008-12-01,"Energy"
47,5,0,7,12.9668947428571,"voted",2008-12-01,"Energy"
47,5,0,7,12.9668947428571,"voted.prob",2008-12-01,"Energy"
47,10,0,2,27.2755135,"PCA_ksvm",2008-12-01,"Energy"
42,7,5,5,2.58474794,"PCA_nnet",2008-12-01,"Energy"
46,7,1,5,13.9021174,"PCA_rf",2008-12-01,"Energy"
46,8,1,4,16.35709714,"PCA_ada",2008-12-01,"Energy"
47,9,0,3,20.2183875,"PCA_voted",2008-12-01,"Energy"
47,8,0,4,15.67007545,"PCA_voted.prob",2008-12-01,"Energy"
47,0,0,12,7.44347964166667,"actual",2009-01-04,"Energy"
47,10,0,2,11.2163725,"ksvm",2009-01-04,"Energy"
47,8,0,4,13.1280035,"nnet",2009-01-04,"Energy"
46,7,1,5,10.2478225066667,"rf",2009-01-04,"Energy"
47,6,0,6,10.937031,"ada",2009-01-04,"Energy"
47,8,0,4,13.1280035,"voted",2009-01-04,"Energy"
47,8,0,4,13.1280035,"voted.prob",2009-01-04,"Energy"
47,10,0,2,11.2163725,"PCA_ksvm",2009-01-04,"Energy"
42,8,5,4,-2.19639786222222,"PCA_nnet",2009-01-04,"Energy"
47,9,0,3,14.0281283333333,"PCA_rf",2009-01-04,"Energy"
47,9,0,3,10.5600833333333,"PCA_ada",2009-01-04,"Energy"
47,10,0,2,11.2163725,"PCA_voted",2009-01-04,"Energy"
47,9,0,3,10.953458,"PCA_voted.prob",2009-01-04,"Energy"
47,0,0,12,-12.0065163666667,"actual",2009-02-01,"Energy"
47,12,0,0,NA,"ksvm",2009-02-01,"Energy"
46,11,1,1,-30.974665,"nnet",2009-02-01,"Energy"
47,12,0,0,NA,"rf",2009-02-01,"Energy"
47,12,0,0,NA,"ada",2009-02-01,"Energy"
47,12,47,12,NA,"voted",2009-02-01,"Energy"
47,12,47,12,NA,"voted.prob",2009-02-01,"Energy"
47,12,0,0,NA,"PCA_ksvm",2009-02-01,"Energy"
45,12,2,0,-24.030322,"PCA_nnet",2009-02-01,"Energy"
47,12,0,0,NA,"PCA_rf",2009-02-01,"Energy"
47,12,0,0,NA,"PCA_ada",2009-02-01,"Energy"
47,12,47,12,NA,"PCA_voted",2009-02-01,"Energy"
47,12,47,12,NA,"PCA_voted.prob",2009-02-01,"Energy"
47,0,0,12,20.6819860833333,"actual",2009-03-01,"Energy"
45,11,2,1,14.37722,"ksvm",2009-03-01,"Energy"
12,1,35,11,10.9130795097826,"nnet",2009-03-01,"Energy"
26,4,21,8,12.2872770534483,"rf",2009-03-01,"Energy"
22,2,25,10,12.3222612214286,"ada",2009-03-01,"Energy"
26,4,21,8,12.4635485465517,"voted",2009-03-01,"Energy"
22,2,25,10,12.4050261871429,"voted.prob",2009-03-01,"Energy"
46,11,1,1,17.059683,"PCA_ksvm",2009-03-01,"Energy"
9,2,38,10,10.2821003177083,"PCA_nnet",2009-03-01,"Energy"
23,3,24,9,12.099188080303,"PCA_rf",2009-03-01,"Energy"
20,4,27,8,11.19796167,"PCA_ada",2009-03-01,"Energy"
28,4,19,8,13.098717087037,"PCA_voted",2009-03-01,"Energy"
20,3,27,9,12.0398344791667,"PCA_voted.prob",2009-03-01,"Energy"
47,0,0,12,17.5729205416667,"actual",2009-04-01,"Energy"
45,8,2,4,14.1062855666667,"ksvm",2009-04-01,"Energy"
45,5,2,7,16.8787730444444,"nnet",2009-04-01,"Energy"
45,5,2,7,16.8787730444444,"rf",2009-04-01,"Energy"
44,4,3,8,15.3721246090909,"ada",2009-04-01,"Energy"
45,6,2,6,17.127947425,"voted",2009-04-01,"Energy"
45,5,2,7,16.8787730444444,"voted.prob",2009-04-01,"Energy"
45,9,2,3,14.05574798,"PCA_ksvm",2009-04-01,"Energy"
45,8,2,4,14.0067695666667,"PCA_nnet",2009-04-01,"Energy"
45,4,2,8,16.75466774,"PCA_rf",2009-04-01,"Energy"
45,6,2,6,16.790872725,"PCA_ada",2009-04-01,"Energy"
45,9,2,3,14.06969308,"PCA_voted",2009-04-01,"Energy"
45,8,2,4,16.9423320666667,"PCA_voted.prob",2009-04-01,"Energy"
47,0,0,12,22.57056925,"actual",2009-05-03,"Energy"
45,10,2,2,25.326387625,"ksvm",2009-05-03,"Energy"
44,11,3,1,16.874874875,"nnet",2009-05-03,"Energy"
47,10,0,2,45.664662,"rf",2009-05-03,"Energy"
47,10,0,2,45.664662,"ada",2009-05-03,"Energy"
47,10,0,2,45.664662,"voted",2009-05-03,"Energy"
46,10,1,2,30.0301968333333,"voted.prob",2009-05-03,"Energy"
45,10,2,2,25.326387625,"PCA_ksvm",2009-05-03,"Energy"
41,11,6,1,15.5328321428571,"PCA_nnet",2009-05-03,"Energy"
46,9,1,3,28.1767995,"PCA_rf",2009-05-03,"Energy"
45,10,2,2,24.421231375,"PCA_ada",2009-05-03,"Energy"
47,10,0,2,45.664662,"PCA_voted",2009-05-03,"Energy"
47,10,0,2,45.664662,"PCA_voted.prob",2009-05-03,"Energy"
47,0,0,12,-3.64561335833333,"actual",2009-06-01,"Energy"
47,12,0,0,NA,"ksvm",2009-06-01,"Energy"
45,12,2,0,-7.70035695,"nnet",2009-06-01,"Energy"
47,12,0,0,NA,"rf",2009-06-01,"Energy"
47,12,0,0,NA,"ada",2009-06-01,"Energy"
47,12,47,12,NA,"voted",2009-06-01,"Energy"
47,12,47,12,NA,"voted.prob",2009-06-01,"Energy"
47,12,0,0,NA,"PCA_ksvm",2009-06-01,"Energy"
43,12,4,0,-10.574224475,"PCA_nnet",2009-06-01,"Energy"
47,12,0,0,NA,"PCA_rf",2009-06-01,"Energy"
47,12,0,0,NA,"PCA_ada",2009-06-01,"Energy"
47,12,47,12,NA,"PCA_voted",2009-06-01,"Energy"
47,12,47,12,NA,"PCA_voted.prob",2009-06-01,"Energy"
47,0,0,12,25.5309858333333,"actual",2009-07-01,"Energy"
47,11,0,1,20.20706,"ksvm",2009-07-01,"Energy"
13,0,34,12,18.2941088913043,"nnet",2009-07-01,"Energy"
19,0,28,12,19.28748535,"rf",2009-07-01,"Energy"
16,0,31,12,18.716675372093,"ada",2009-07-01,"Energy"
21,0,26,12,19.4824173684211,"voted",2009-07-01,"Energy"
15,0,32,12,18.5491111363636,"voted.prob",2009-07-01,"Energy"
47,11,0,1,33.85739,"PCA_ksvm",2009-07-01,"Energy"
12,0,35,12,18.2807135106383,"PCA_nnet",2009-07-01,"Energy"
19,4,28,8,17.9625711666667,"PCA_rf",2009-07-01,"Energy"
23,2,24,10,18.9086331176471,"PCA_ada",2009-07-01,"Energy"
24,5,23,7,18.3330038,"PCA_voted",2009-07-01,"Energy"
18,1,29,11,18.58656035,"PCA_voted.prob",2009-07-01,"Energy"
47,0,0,12,6.75035720833333,"actual",2009-08-02,"Energy"
45,12,2,0,0.473755592,"ksvm",2009-08-02,"Energy"
47,12,47,12,NA,"nnet",2009-08-02,"Energy"
47,12,0,0,NA,"rf",2009-08-02,"Energy"
45,12,2,0,0.473755592,"ada",2009-08-02,"Energy"
47,12,47,12,NA,"voted",2009-08-02,"Energy"
47,12,47,12,NA,"voted.prob",2009-08-02,"Energy"
44,12,3,0,-1.30017803866667,"PCA_ksvm",2009-08-02,"Energy"
43,12,4,0,-1.83578885,"PCA_nnet",2009-08-02,"Energy"
47,12,0,0,NA,"PCA_rf",2009-08-02,"Energy"
45,12,2,0,0.473755592,"PCA_ada",2009-08-02,"Energy"
46,12,1,0,0.8627653,"PCA_voted",2009-08-02,"Energy"
46,12,1,0,0.8627653,"PCA_voted.prob",2009-08-02,"Energy"
47,0,0,12,11.239581375,"actual",2009-09-01,"Energy"
44,5,3,7,9.30526507,"ksvm",2009-09-01,"Energy"
44,2,3,10,9.94133592307692,"nnet",2009-09-01,"Energy"
46,3,1,9,11.09087835,"rf",2009-09-01,"Energy"
45,3,2,9,10.7809652909091,"ada",2009-09-01,"Energy"
46,3,1,9,11.09087835,"voted",2009-09-01,"Energy"
46,3,1,9,11.09087835,"voted.prob",2009-09-01,"Energy"
44,4,3,8,10.0403591545455,"PCA_ksvm",2009-09-01,"Energy"
40,2,7,10,8.40485944705882,"PCA_nnet",2009-09-01,"Energy"
45,3,2,9,10.6964426545455,"PCA_rf",2009-09-01,"Energy"
42,3,5,9,9.25566135428572,"PCA_ada",2009-09-01,"Energy"
46,3,1,9,11.09087835,"PCA_voted",2009-09-01,"Energy"
46,3,1,9,11.09087835,"PCA_voted.prob",2009-09-01,"Energy"
47,0,0,12,3.7025943275,"actual",2009-10-01,"Energy"
47,11,0,1,7.4444413,"ksvm",2009-10-01,"Energy"
45,10,2,2,2.794863325,"nnet",2009-10-01,"Energy"
47,11,0,1,7.4444413,"rf",2009-10-01,"Energy"
47,11,0,1,7.4444413,"ada",2009-10-01,"Energy"
47,11,0,1,7.4444413,"voted",2009-10-01,"Energy"
47,11,0,1,7.4444413,"voted.prob",2009-10-01,"Energy"
47,11,0,1,7.4444413,"PCA_ksvm",2009-10-01,"Energy"
44,10,3,2,1.80968174,"PCA_nnet",2009-10-01,"Energy"
47,9,0,3,6.72441721,"PCA_rf",2009-10-01,"Energy"
46,8,1,4,2.660821626,"PCA_ada",2009-10-01,"Energy"
47,11,0,1,7.4444413,"PCA_voted",2009-10-01,"Energy"
46,11,1,1,3.1736463,"PCA_voted.prob",2009-10-01,"Energy"
47,0,0,12,2.19949289666667,"actual",2009-11-01,"Energy"
45,6,2,6,2.43807665,"ksvm",2009-11-01,"Energy"
41,4,6,8,0.158613578571429,"nnet",2009-11-01,"Energy"
46,4,1,8,2.62266202222222,"rf",2009-11-01,"Energy"
45,4,2,8,2.171790634,"ada",2009-11-01,"Energy"
45,5,2,7,2.46841778888889,"voted",2009-11-01,"Energy"
45,5,2,7,2.46841778888889,"voted.prob",2009-11-01,"Energy"
45,6,2,6,2.43807665,"PCA_ksvm",2009-11-01,"Energy"
42,3,5,9,0.165818067142857,"PCA_nnet",2009-11-01,"Energy"
46,6,1,6,2.8879992,"PCA_rf",2009-11-01,"Energy"
44,5,3,7,1.30321627,"PCA_ada",2009-11-01,"Energy"
46,5,1,7,2.7739391375,"PCA_voted",2009-11-01,"Energy"
45,5,2,7,1.89420456666667,"PCA_voted.prob",2009-11-01,"Energy"
47,0,0,12,16.4560435833333,"actual",2009-12-01,"Energy"
42,11,5,1,10.2747319,"ksvm",2009-12-01,"Energy"
25,0,22,12,11.5574135058824,"nnet",2009-12-01,"Energy"
24,0,23,12,11.47422582,"rf",2009-12-01,"Energy"
28,3,19,9,11.4378647321429,"ada",2009-12-01,"Energy"
29,3,18,9,11.6157005481481,"voted",2009-12-01,"Energy"
29,1,18,11,11.9330360275862,"voted.prob",2009-12-01,"Energy"
42,11,5,1,9.65615096666667,"PCA_ksvm",2009-12-01,"Energy"
27,2,20,10,11.51707679,"PCA_nnet",2009-12-01,"Energy"
31,1,16,11,11.8470888851852,"PCA_rf",2009-12-01,"Energy"
29,3,18,9,11.488327662963,"PCA_ada",2009-12-01,"Energy"
32,4,15,8,11.7152529217391,"PCA_voted",2009-12-01,"Energy"
30,1,17,11,12.0467990071429,"PCA_voted.prob",2009-12-01,"Energy"
47,0,0,12,11.16056755,"actual",2008-12-01,"Materials"
42,8,5,4,5.55669344444444,"ksvm",2008-12-01,"Materials"
38,5,9,7,3.490152265625,"nnet",2008-12-01,"Materials"
46,9,1,3,16.6937562,"rf",2008-12-01,"Materials"
44,8,3,4,8.60421497142857,"ada",2008-12-01,"Materials"
44,8,3,4,8.60421497142857,"voted",2008-12-01,"Materials"
42,8,5,4,6.8398132,"voted.prob",2008-12-01,"Materials"
42,8,5,4,5.55669344444444,"PCA_ksvm",2008-12-01,"Materials"
38,7,9,5,4.01414073214286,"PCA_nnet",2008-12-01,"Materials"
42,7,5,5,7.04179173,"PCA_rf",2008-12-01,"Materials"
42,9,5,3,5.507744975,"PCA_ada",2008-12-01,"Materials"
42,9,5,3,5.507744975,"PCA_voted",2008-12-01,"Materials"
41,7,6,5,6.06553666363636,"PCA_voted.prob",2008-12-01,"Materials"
47,0,0,12,4.28807439166667,"actual",2009-01-04,"Materials"
47,11,0,1,9.090912,"ksvm",2009-01-04,"Materials"
46,11,1,1,-0.8262995,"nnet",2009-01-04,"Materials"
47,11,0,1,13.014197,"rf",2009-01-04,"Materials"
47,11,0,1,13.014197,"ada",2009-01-04,"Materials"
47,12,47,12,NA,"voted",2009-01-04,"Materials"
47,11,0,1,9.090912,"voted.prob",2009-01-04,"Materials"
47,11,0,1,9.090912,"PCA_ksvm",2009-01-04,"Materials"
45,10,2,2,0.84868375,"PCA_nnet",2009-01-04,"Materials"
47,11,0,1,13.014197,"PCA_rf",2009-01-04,"Materials"
