"True Negative","False Negative","False Positive","True Positive","Mean Of Bought Returns","Models","Date","Sector"
124,29,0,2,5.9828641,"rf",2009-06-01,"Financials"
124,30,0,1,1.1891842,"ada",2009-06-01,"Financials"
124,29,0,2,5.9828641,"voted",2009-06-01,"Financials"
123,29,1,2,2.9681664,"voted.prob",2009-06-01,"Financials"
122,28,2,3,0.58096178,"PCA_ksvm",2009-06-01,"Financials"
116,28,8,3,-1.64382830909091,"PCA_nnet",2009-06-01,"Financials"
124,29,0,2,5.9828641,"PCA_rf",2009-06-01,"Financials"
124,30,0,1,10.776544,"PCA_ada",2009-06-01,"Financials"
124,29,0,2,5.9828641,"PCA_voted",2009-06-01,"Financials"
124,29,0,2,5.9828641,"PCA_voted.prob",2009-06-01,"Financials"
122,0,0,31,34.3094557096774,"actual",2009-07-01,"Financials"
112,20,10,11,28.8313002857143,"ksvm",2009-07-01,"Financials"
47,4,75,27,21.1452376303922,"nnet",2009-07-01,"Financials"
37,0,85,31,21.8015172258621,"rf",2009-07-01,"Financials"
34,0,88,31,21.4397388260504,"ada",2009-07-01,"Financials"
50,2,72,29,21.9980082693069,"voted",2009-07-01,"Financials"
39,1,83,30,21.3895137283186,"voted.prob",2009-07-01,"Financials"
115,24,7,7,28.7580467857143,"PCA_ksvm",2009-07-01,"Financials"
46,5,76,26,21.2381047676471,"PCA_nnet",2009-07-01,"Financials"
58,11,64,20,20.8768352,"PCA_rf",2009-07-01,"Financials"
102,19,20,12,25.388901240625,"PCA_ada",2009-07-01,"Financials"
102,18,20,13,26.5295985060606,"PCA_voted",2009-07-01,"Financials"
66,9,56,22,22.318795575641,"PCA_voted.prob",2009-07-01,"Financials"
125,0,0,32,18.036209921875,"actual",2009-08-02,"Financials"
122,25,3,7,24.18705481,"ksvm",2009-08-02,"Financials"
121,26,4,6,21.68330146,"nnet",2009-08-02,"Financials"
125,27,0,5,39.5662312,"rf",2009-08-02,"Financials"
125,28,0,4,42.710588,"ada",2009-08-02,"Financials"
125,27,0,5,39.5662312,"voted",2009-08-02,"Financials"
125,27,0,5,39.5662312,"voted.prob",2009-08-02,"Financials"
122,25,3,7,23.72271436,"PCA_ksvm",2009-08-02,"Financials"
122,24,3,8,22.5897243272727,"PCA_nnet",2009-08-02,"Financials"
125,27,0,5,39.5662312,"PCA_rf",2009-08-02,"Financials"
124,28,1,4,34.9328593,"PCA_ada",2009-08-02,"Financials"
125,27,0,5,39.5662312,"PCA_voted",2009-08-02,"Financials"
125,27,0,5,39.5662312,"PCA_voted.prob",2009-08-02,"Financials"
124,0,0,31,11.1673579129032,"actual",2009-09-01,"Financials"
107,16,17,15,7.668169660625,"ksvm",2009-09-01,"Financials"
104,8,20,23,7.72043169627907,"nnet",2009-09-01,"Financials"
115,10,9,21,9.95231878333333,"rf",2009-09-01,"Financials"
109,10,15,21,8.61447462333333,"ada",2009-09-01,"Financials"
111,12,13,19,8.66524958875,"voted",2009-09-01,"Financials"
108,10,16,21,8.47472445243243,"voted.prob",2009-09-01,"Financials"
106,15,18,16,7.50694037794118,"PCA_ksvm",2009-09-01,"Financials"
103,5,21,26,8.01664216553191,"PCA_nnet",2009-09-01,"Financials"
110,11,14,20,8.46934501205882,"PCA_rf",2009-09-01,"Financials"
106,13,18,18,7.8106801225,"PCA_ada",2009-09-01,"Financials"
111,14,13,17,8.42676010033333,"PCA_voted",2009-09-01,"Financials"
104,8,20,23,8.02803380186046,"PCA_voted.prob",2009-09-01,"Financials"
124,0,0,31,3.67719625725806,"actual",2009-10-01,"Financials"
122,27,2,4,0.521303210166666,"ksvm",2009-10-01,"Financials"
117,19,7,12,0.863602677894737,"nnet",2009-10-01,"Financials"
124,20,0,11,6.84268140909091,"rf",2009-10-01,"Financials"
124,24,0,7,6.2168785,"ada",2009-10-01,"Financials"
124,25,0,6,5.74947791666667,"voted",2009-10-01,"Financials"
124,21,0,10,6.62482135,"voted.prob",2009-10-01,"Financials"
122,27,2,4,0.521303210166666,"PCA_ksvm",2009-10-01,"Financials"
118,18,6,13,1.58606731631579,"PCA_nnet",2009-10-01,"Financials"
123,19,1,12,4.99695760615385,"PCA_rf",2009-10-01,"Financials"
120,23,4,8,1.87303115508333,"PCA_ada",2009-10-01,"Financials"
123,23,1,8,4.10528105555556,"PCA_voted",2009-10-01,"Financials"
122,22,2,9,2.95705731636364,"PCA_voted.prob",2009-10-01,"Financials"
125,0,0,31,8.49915245806452,"actual",2009-11-01,"Financials"
114,20,11,11,4.88481332681818,"ksvm",2009-11-01,"Financials"
107,6,18,25,5.70439213302326,"nnet",2009-11-01,"Financials"
120,9,5,22,8.36329198888889,"rf",2009-11-01,"Financials"
112,11,13,20,5.93467935727273,"ada",2009-11-01,"Financials"
120,12,5,19,7.93781630083333,"voted",2009-11-01,"Financials"
112,8,13,23,6.55913587,"voted.prob",2009-11-01,"Financials"
113,21,12,10,4.50478793590909,"PCA_ksvm",2009-11-01,"Financials"
106,6,19,25,5.57095924363636,"PCA_nnet",2009-11-01,"Financials"
119,9,6,22,7.63420057857143,"PCA_rf",2009-11-01,"Financials"
117,17,8,14,6.58072428954545,"PCA_ada",2009-11-01,"Financials"
120,17,5,14,7.6215879,"PCA_voted",2009-11-01,"Financials"
115,9,10,22,7.224434419375,"PCA_voted.prob",2009-11-01,"Financials"
125,0,0,31,12.035632016129,"actual",2009-12-01,"Financials"
119,15,6,16,11.2115717636364,"ksvm",2009-12-01,"Financials"
100,2,25,29,9.45011105555556,"nnet",2009-12-01,"Financials"
103,1,22,30,9.93903845384615,"rf",2009-12-01,"Financials"
107,3,18,28,10.0165731434783,"ada",2009-12-01,"Financials"
113,3,12,28,10.6782250425,"voted",2009-12-01,"Financials"
107,2,18,29,10.011021287234,"voted.prob",2009-12-01,"Financials"
120,17,5,14,10.9315199368421,"PCA_ksvm",2009-12-01,"Financials"
101,2,24,29,9.19962483207547,"PCA_nnet",2009-12-01,"Financials"
107,5,18,26,10.0922277295455,"PCA_rf",2009-12-01,"Financials"
112,9,13,22,10.1815423971429,"PCA_ada",2009-12-01,"Financials"
117,8,8,23,11.0727240064516,"PCA_voted",2009-12-01,"Financials"
112,4,13,27,10.5648581875,"PCA_voted.prob",2009-12-01,"Financials"
6,0,0,2,2.45451925,"actual",2008-12-01,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2008-12-01,"Telecommunication Services"
6,2,6,2,NA,"nnet",2008-12-01,"Telecommunication Services"
6,2,0,0,NA,"rf",2008-12-01,"Telecommunication Services"
6,2,0,0,NA,"ada",2008-12-01,"Telecommunication Services"
6,2,6,2,NA,"voted",2008-12-01,"Telecommunication Services"
6,2,6,2,NA,"voted.prob",2008-12-01,"Telecommunication Services"
5,2,1,0,-9.665423,"PCA_ksvm",2008-12-01,"Telecommunication Services"
6,1,0,1,3.2051325,"PCA_nnet",2008-12-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2008-12-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2008-12-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2008-12-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2008-12-01,"Telecommunication Services"
6,0,0,2,1.818347,"actual",2009-01-04,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2009-01-04,"Telecommunication Services"
6,2,6,2,NA,"nnet",2009-01-04,"Telecommunication Services"
6,2,0,0,NA,"rf",2009-01-04,"Telecommunication Services"
6,2,0,0,NA,"ada",2009-01-04,"Telecommunication Services"
6,2,6,2,NA,"voted",2009-01-04,"Telecommunication Services"
6,2,6,2,NA,"voted.prob",2009-01-04,"Telecommunication Services"
5,2,1,0,0.67778826,"PCA_ksvm",2009-01-04,"Telecommunication Services"
5,2,1,0,-4.3111205,"PCA_nnet",2009-01-04,"Telecommunication Services"
4,2,2,0,-1.81666612,"PCA_rf",2009-01-04,"Telecommunication Services"
5,2,1,0,-4.3111205,"PCA_ada",2009-01-04,"Telecommunication Services"
5,2,1,0,-4.3111205,"PCA_voted",2009-01-04,"Telecommunication Services"
5,2,1,0,-4.3111205,"PCA_voted.prob",2009-01-04,"Telecommunication Services"
6,0,0,2,-5.98841,"actual",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2009-02-01,"Telecommunication Services"
6,2,6,2,NA,"nnet",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"rf",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"ada",2009-02-01,"Telecommunication Services"
6,2,6,2,NA,"voted",2009-02-01,"Telecommunication Services"
6,2,6,2,NA,"voted.prob",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-02-01,"Telecommunication Services"
5,2,1,0,-17.526077,"PCA_nnet",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-02-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-02-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-02-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2009-02-01,"Telecommunication Services"
6,0,0,2,21.0066375,"actual",2009-03-01,"Telecommunication Services"
3,0,3,2,16.0341241,"ksvm",2009-03-01,"Telecommunication Services"
2,0,4,2,14.6716695833333,"nnet",2009-03-01,"Telecommunication Services"
2,0,4,2,14.6716695833333,"rf",2009-03-01,"Telecommunication Services"
2,0,4,2,14.6716695833333,"ada",2009-03-01,"Telecommunication Services"
2,0,4,2,14.6716695833333,"voted",2009-03-01,"Telecommunication Services"
2,0,4,2,14.6716695833333,"voted.prob",2009-03-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-03-01,"Telecommunication Services"
1,1,5,1,12.635287,"PCA_nnet",2009-03-01,"Telecommunication Services"
4,0,2,2,15.600654625,"PCA_rf",2009-03-01,"Telecommunication Services"
4,0,2,2,15.600654625,"PCA_ada",2009-03-01,"Telecommunication Services"
4,1,2,1,13.5770761666667,"PCA_voted",2009-03-01,"Telecommunication Services"
4,1,2,1,13.5770761666667,"PCA_voted.prob",2009-03-01,"Telecommunication Services"
6,0,0,2,1.7509043,"actual",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2009-04-01,"Telecommunication Services"
6,2,6,2,NA,"nnet",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"rf",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"ada",2009-04-01,"Telecommunication Services"
6,2,6,2,NA,"voted",2009-04-01,"Telecommunication Services"
6,2,6,2,NA,"voted.prob",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-04-01,"Telecommunication Services"
4,2,2,0,-2.00096365,"PCA_nnet",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-04-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-04-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-04-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2009-04-01,"Telecommunication Services"
6,0,0,2,7.17180975,"actual",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"ksvm",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"nnet",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"rf",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"ada",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"voted",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"voted.prob",2009-05-03,"Telecommunication Services"
6,1,0,1,6.7183495,"PCA_ksvm",2009-05-03,"Telecommunication Services"
6,2,6,2,NA,"PCA_nnet",2009-05-03,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-05-03,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-05-03,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-05-03,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2009-05-03,"Telecommunication Services"
6,0,0,2,6.057918,"actual",2009-06-01,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2009-06-01,"Telecommunication Services"
6,1,0,1,4.063654,"nnet",2009-06-01,"Telecommunication Services"
6,1,0,1,4.063654,"rf",2009-06-01,"Telecommunication Services"
6,1,0,1,4.063654,"ada",2009-06-01,"Telecommunication Services"
6,1,0,1,4.063654,"voted",2009-06-01,"Telecommunication Services"
6,1,0,1,4.063654,"voted.prob",2009-06-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-06-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_nnet",2009-06-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-06-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-06-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-06-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2009-06-01,"Telecommunication Services"
6,0,0,2,17.637116,"actual",2009-07-01,"Telecommunication Services"
6,1,0,1,22.381151,"ksvm",2009-07-01,"Telecommunication Services"
1,0,5,2,12.4112349142857,"nnet",2009-07-01,"Telecommunication Services"
1,0,5,2,12.4112349142857,"rf",2009-07-01,"Telecommunication Services"
4,0,2,2,15.01874325,"ada",2009-07-01,"Telecommunication Services"
4,0,2,2,15.01874325,"voted",2009-07-01,"Telecommunication Services"
3,0,3,2,13.8163636,"voted.prob",2009-07-01,"Telecommunication Services"
6,1,0,1,22.381151,"PCA_ksvm",2009-07-01,"Telecommunication Services"
5,0,1,2,14.760359,"PCA_nnet",2009-07-01,"Telecommunication Services"
3,0,3,2,13.57941148,"PCA_rf",2009-07-01,"Telecommunication Services"
4,1,2,1,14.586671,"PCA_ada",2009-07-01,"Telecommunication Services"
6,1,0,1,22.381151,"PCA_voted",2009-07-01,"Telecommunication Services"
5,0,1,2,14.760359,"PCA_voted.prob",2009-07-01,"Telecommunication Services"
6,0,0,2,4.1740537,"actual",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"ksvm",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"nnet",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"rf",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"ada",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"voted",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"voted.prob",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"PCA_ksvm",2009-08-02,"Telecommunication Services"
5,1,1,1,3.7800193,"PCA_nnet",2009-08-02,"Telecommunication Services"
5,1,1,1,2.69723239,"PCA_rf",2009-08-02,"Telecommunication Services"
5,1,1,1,2.535975,"PCA_ada",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"PCA_voted",2009-08-02,"Telecommunication Services"
6,1,0,1,5.6272984,"PCA_voted.prob",2009-08-02,"Telecommunication Services"
6,0,0,2,10.08718565,"actual",2009-09-01,"Telecommunication Services"
6,1,0,1,12.305986,"ksvm",2009-09-01,"Telecommunication Services"
6,1,0,1,12.305986,"nnet",2009-09-01,"Telecommunication Services"
6,2,0,0,NA,"rf",2009-09-01,"Telecommunication Services"
6,1,0,1,12.305986,"ada",2009-09-01,"Telecommunication Services"
6,1,0,1,12.305986,"voted",2009-09-01,"Telecommunication Services"
6,1,0,1,12.305986,"voted.prob",2009-09-01,"Telecommunication Services"
4,2,2,0,4.50133685,"PCA_ksvm",2009-09-01,"Telecommunication Services"
5,2,1,0,3.677702,"PCA_nnet",2009-09-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-09-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-09-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-09-01,"Telecommunication Services"
5,2,1,0,3.677702,"PCA_voted.prob",2009-09-01,"Telecommunication Services"
6,0,0,2,0.7567942085,"actual",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"ksvm",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"nnet",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"rf",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"ada",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"voted",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"voted.prob",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_nnet",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_rf",2009-10-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ada",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted",2009-10-01,"Telecommunication Services"
6,2,6,2,NA,"PCA_voted.prob",2009-10-01,"Telecommunication Services"
6,0,0,2,5.49439185,"actual",2009-11-01,"Telecommunication Services"
5,1,1,1,4.3713152,"ksvm",2009-11-01,"Telecommunication Services"
6,0,0,2,5.49439185,"nnet",2009-11-01,"Telecommunication Services"
6,1,0,1,6.040275,"rf",2009-11-01,"Telecommunication Services"
5,0,1,2,2.79278156666667,"ada",2009-11-01,"Telecommunication Services"
6,0,0,2,5.49439185,"voted",2009-11-01,"Telecommunication Services"
6,0,0,2,5.49439185,"voted.prob",2009-11-01,"Telecommunication Services"
6,1,0,1,4.9485087,"PCA_ksvm",2009-11-01,"Telecommunication Services"
5,0,1,2,4.92763513333333,"PCA_nnet",2009-11-01,"Telecommunication Services"
5,2,1,0,3.7941217,"PCA_rf",2009-11-01,"Telecommunication Services"
5,2,1,0,3.7941217,"PCA_ada",2009-11-01,"Telecommunication Services"
5,2,1,0,3.7941217,"PCA_voted",2009-11-01,"Telecommunication Services"
5,1,1,1,4.3713152,"PCA_voted.prob",2009-11-01,"Telecommunication Services"
6,0,0,2,9.6783815,"actual",2009-12-01,"Telecommunication Services"
6,1,0,1,9.65693,"ksvm",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"nnet",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"rf",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"ada",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"voted",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"voted.prob",2009-12-01,"Telecommunication Services"
6,2,0,0,NA,"PCA_ksvm",2009-12-01,"Telecommunication Services"
6,1,0,1,9.65693,"PCA_nnet",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"PCA_rf",2009-12-01,"Telecommunication Services"
6,0,0,2,9.6783815,"PCA_ada",2009-12-01,"Telecommunication Services"
6,1,0,1,9.65693,"PCA_voted",2009-12-01,"Telecommunication Services"
6,1,0,1,9.65693,"PCA_voted.prob",2009-12-01,"Telecommunication Services"
37,0,0,9,7.58647388888889,"actual",2008-12-01,"Utilities"
35,9,2,0,0.47568975,"ksvm",2008-12-01,"Utilities"
32,4,5,5,4.86417233,"nnet",2008-12-01,"Utilities"
34,4,3,5,6.186357125,"rf",2008-12-01,"Utilities"
35,3,2,6,6.687211975,"ada",2008-12-01,"Utilities"
35,5,2,4,6.96684518333333,"voted",2008-12-01,"Utilities"
34,5,3,4,5.95153654285714,"voted.prob",2008-12-01,"Utilities"
36,9,1,0,1.0916948,"PCA_ksvm",2008-12-01,"Utilities"
31,5,6,4,3.19232471,"PCA_nnet",2008-12-01,"Utilities"
35,6,2,3,6.48507602,"PCA_rf",2008-12-01,"Utilities"
35,5,2,4,6.48986106666667,"PCA_ada",2008-12-01,"Utilities"
35,7,2,2,6.53075585,"PCA_voted",2008-12-01,"Utilities"
35,6,2,3,7.09974288,"PCA_voted.prob",2008-12-01,"Utilities"
37,0,0,9,7.06013317777778,"actual",2009-01-04,"Utilities"
37,7,0,2,8.4504905,"ksvm",2009-01-04,"Utilities"
34,6,3,3,5.38269383333333,"nnet",2009-01-04,"Utilities"
36,6,1,3,8.284282825,"rf",2009-01-04,"Utilities"
37,7,0,2,10.3351835,"ada",2009-01-04,"Utilities"
37,8,0,1,11.255813,"voted",2009-01-04,"Utilities"
36,7,1,2,7.90752576666667,"voted.prob",2009-01-04,"Utilities"
37,7,0,2,8.4504905,"PCA_ksvm",2009-01-04,"Utilities"
34,6,3,3,6.68396561666667,"PCA_nnet",2009-01-04,"Utilities"
37,7,0,2,9.34999,"PCA_rf",2009-01-04,"Utilities"
37,7,0,2,10.3351835,"PCA_ada",2009-01-04,"Utilities"
37,8,0,1,11.255813,"PCA_voted",2009-01-04,"Utilities"
37,6,0,3,9.37151133333333,"PCA_voted.prob",2009-01-04,"Utilities"
37,0,0,9,-7.32533284444444,"actual",2009-02-01,"Utilities"
37,9,0,0,NA,"ksvm",2009-02-01,"Utilities"
36,9,1,0,-26.017982,"nnet",2009-02-01,"Utilities"
37,9,0,0,NA,"rf",2009-02-01,"Utilities"
37,9,0,0,NA,"ada",2009-02-01,"Utilities"
37,9,37,9,NA,"voted",2009-02-01,"Utilities"
37,9,37,9,NA,"voted.prob",2009-02-01,"Utilities"
37,9,0,0,NA,"PCA_ksvm",2009-02-01,"Utilities"
35,9,2,0,-13.9536915,"PCA_nnet",2009-02-01,"Utilities"
35,9,2,0,-14.8535995,"PCA_rf",2009-02-01,"Utilities"
37,9,0,0,NA,"PCA_ada",2009-02-01,"Utilities"
37,9,37,9,NA,"PCA_voted",2009-02-01,"Utilities"
37,9,37,9,NA,"PCA_voted.prob",2009-02-01,"Utilities"
37,0,0,9,16.4712613333333,"actual",2009-03-01,"Utilities"
35,6,2,3,13.42015234,"ksvm",2009-03-01,"Utilities"
12,0,25,9,11.8933806411765,"nnet",2009-03-01,"Utilities"
22,1,15,8,12.5196015304348,"rf",2009-03-01,"Utilities"
24,4,13,5,13.05266875,"ada",2009-03-01,"Utilities"
25,3,12,6,12.3973845666667,"voted",2009-03-01,"Utilities"
19,0,18,9,12.5855157851852,"voted.prob",2009-03-01,"Utilities"
36,7,1,2,13.6640505666667,"PCA_ksvm",2009-03-01,"Utilities"
12,0,25,9,12.1703409705882,"PCA_nnet",2009-03-01,"Utilities"
22,1,15,8,12.4489731391304,"PCA_rf",2009-03-01,"Utilities"
27,1,10,8,12.7798702611111,"PCA_ada",2009-03-01,"Utilities"
28,1,9,8,12.7062004529412,"PCA_voted",2009-03-01,"Utilities"
22,0,15,9,12.7199842583333,"PCA_voted.prob",2009-03-01,"Utilities"
37,0,0,9,6.5627932,"actual",2009-04-01,"Utilities"
37,9,0,0,NA,"ksvm",2009-04-01,"Utilities"
36,8,1,1,6.6138323,"nnet",2009-04-01,"Utilities"
37,8,0,1,16.741573,"rf",2009-04-01,"Utilities"
37,8,0,1,16.741573,"ada",2009-04-01,"Utilities"
37,8,0,1,16.741573,"voted",2009-04-01,"Utilities"
37,8,0,1,16.741573,"voted.prob",2009-04-01,"Utilities"
36,9,1,0,-2.0793974,"PCA_ksvm",2009-04-01,"Utilities"
37,8,0,1,16.741573,"PCA_nnet",2009-04-01,"Utilities"
37,9,0,0,NA,"PCA_rf",2009-04-01,"Utilities"
37,8,0,1,16.741573,"PCA_ada",2009-04-01,"Utilities"
37,9,37,9,NA,"PCA_voted",2009-04-01,"Utilities"
37,8,0,1,16.741573,"PCA_voted.prob",2009-04-01,"Utilities"
37,0,0,9,10.3083305333333,"actual",2009-05-03,"Utilities"
35,8,2,1,7.01539543333333,"ksvm",2009-05-03,"Utilities"
36,9,1,0,-3.2195747,"nnet",2009-05-03,"Utilities"
37,9,0,0,NA,"rf",2009-05-03,"Utilities"
37,9,0,0,NA,"ada",2009-05-03,"Utilities"
37,9,37,9,NA,"voted",2009-05-03,"Utilities"
37,9,37,9,NA,"voted.prob",2009-05-03,"Utilities"
34,8,3,1,6.106922225,"PCA_ksvm",2009-05-03,"Utilities"
35,9,2,0,1.13909245,"PCA_nnet",2009-05-03,"Utilities"
37,9,0,0,NA,"PCA_rf",2009-05-03,"Utilities"
36,9,1,0,3.3815026,"PCA_ada",2009-05-03,"Utilities"
36,9,1,0,3.3815026,"PCA_voted",2009-05-03,"Utilities"
35,9,2,0,1.13909245,"PCA_voted.prob",2009-05-03,"Utilities"
37,0,0,9,9.35711328888889,"actual",2009-06-01,"Utilities"
37,7,0,2,12.172299,"ksvm",2009-06-01,"Utilities"
37,5,0,4,10.11219865,"nnet",2009-06-01,"Utilities"
36,3,1,6,9.15014894285714,"rf",2009-06-01,"Utilities"
37,5,0,4,10.11219865,"ada",2009-06-01,"Utilities"
37,5,0,4,10.11219865,"voted",2009-06-01,"Utilities"
37,5,0,4,10.11219865,"voted.prob",2009-06-01,"Utilities"
36,8,1,1,9.2679735,"PCA_ksvm",2009-06-01,"Utilities"
36,4,1,5,8.79554121666667,"PCA_nnet",2009-06-01,"Utilities"
36,6,1,3,9.7705865,"PCA_rf",2009-06-01,"Utilities"
37,6,0,3,11.0618186666667,"PCA_ada",2009-06-01,"Utilities"
37,6,0,3,11.0618186666667,"PCA_voted",2009-06-01,"Utilities"
37,5,0,4,10.11219865,"PCA_voted.prob",2009-06-01,"Utilities"
37,0,0,10,15.52681095,"actual",2009-07-01,"Utilities"
36,8,1,2,13.3796333333333,"ksvm",2009-07-01,"Utilities"
19,2,18,8,11.4948268461538,"nnet",2009-07-01,"Utilities"
18,0,19,10,11.8178067586207,"rf",2009-07-01,"Utilities"
22,2,15,8,12.169409826087,"ada",2009-07-01,"Utilities"
26,2,11,8,12.5782841052632,"voted",2009-07-01,"Utilities"
23,1,14,9,12.2030418695652,"voted.prob",2009-07-01,"Utilities"
36,8,1,2,13.3796333333333,"PCA_ksvm",2009-07-01,"Utilities"
25,2,12,8,11.803408275,"PCA_nnet",2009-07-01,"Utilities"
23,0,14,10,12.1635545833333,"PCA_rf",2009-07-01,"Utilities"
32,4,5,6,13.4152205454545,"PCA_ada",2009-07-01,"Utilities"
33,4,4,6,13.7303733,"PCA_voted",2009-07-01,"Utilities"
29,2,8,8,12.54130675,"PCA_voted.prob",2009-07-01,"Utilities"
37,0,0,10,2.90780066,"actual",2009-08-02,"Utilities"
34,10,3,0,1.25661691,"ksvm",2009-08-02,"Utilities"
36,10,1,0,-5.457741,"nnet",2009-08-02,"Utilities"
37,10,0,0,NA,"rf",2009-08-02,"Utilities"
37,10,0,0,NA,"ada",2009-08-02,"Utilities"
37,10,37,10,NA,"voted",2009-08-02,"Utilities"
37,10,37,10,NA,"voted.prob",2009-08-02,"Utilities"
34,10,3,0,1.25661691,"PCA_ksvm",2009-08-02,"Utilities"
31,9,6,1,1.02610587571429,"PCA_nnet",2009-08-02,"Utilities"
37,10,0,0,NA,"PCA_rf",2009-08-02,"Utilities"
36,10,1,0,1.1772752,"PCA_ada",2009-08-02,"Utilities"
36,10,1,0,1.1772752,"PCA_voted",2009-08-02,"Utilities"
34,10,3,0,1.25661691,"PCA_voted.prob",2009-08-02,"Utilities"
37,0,0,10,6.1388337,"actual",2009-09-01,"Utilities"
34,4,3,6,5.29403548888889,"ksvm",2009-09-01,"Utilities"
23,0,14,10,3.8972144,"nnet",2009-09-01,"Utilities"
27,0,10,10,4.53217264,"rf",2009-09-01,"Utilities"
26,1,11,9,4.276467525,"ada",2009-09-01,"Utilities"
29,1,8,9,4.65228693529412,"voted",2009-09-01,"Utilities"
25,1,12,9,4.20952748095238,"voted.prob",2009-09-01,"Utilities"
34,5,3,5,4.90979105,"PCA_ksvm",2009-09-01,"Utilities"
23,1,14,9,3.57835444782609,"PCA_nnet",2009-09-01,"Utilities"
28,0,9,10,4.65354288421053,"PCA_rf",2009-09-01,"Utilities"
28,0,9,10,4.66187624210526,"PCA_ada",2009-09-01,"Utilities"
29,1,8,9,4.65228693529412,"PCA_voted",2009-09-01,"Utilities"
